English,Chinese,Pinyin
We ate in a good restaurant.,我们在一家不错的餐厅吃饭。,wǒmen zài yījiā bùcuò de cāntīng chīfàn 。
We ate something this morning.,今天早上我们吃了一些东西。,jīntiān zǎoshang wǒmen chī le yīxiē dōngxi 。
We bought a lot of things.,我们买了很多东西。,wǒmen mǎi le hěnduō dōngxi 。
We can do it splendidly.,我们可以做得很出色。,wǒmen kěyǐ zuò dé hěn chūsè 。
We can have a coffee inside or outside.,我们可以在室内或室外喝咖啡。,wǒmen kěyǐ zài shìnèi huò shìwài hēkāfēi 。
We can have lunch together next Sunday.,下周日我们可以一起吃午饭。,xià zhōurì wǒmen kěyǐ yīqǐ chī wǔfàn 。
We can meet later.,我们可以稍后再见面。,wǒmen kěyǐ shāohòu zàijiànmiàn 。
We can ship it for a small fee.,我们可以支付少量费用来运送。,wǒmen kěyǐ zhīfù shǎoliàng fèiyòng lái yùnsòng 。
We can ship it.,我们可以发货。,wǒmen kěyǐ fāhuò 。
We can speak Italian.,我们会说意大利语。,wǒmen huì shuō yìdàlìyǔ 。
We can take a walk now.,我们现在可以去散步了。,wǒmen xiànzài kěyǐ qù sànbù le 。
"We can take the subway, it’s nearby.",我们可以坐地铁，就在附近。,wǒmen kěyǐ zuòdìtiě ， jiù zài fùjìn 。
We can visit the gardens later.,我们稍后可以参观花园。,wǒmen shāohòu kěyǐ cānguān huāyuán 。
We can visit the tower and the statues of Michelangelo later.,稍后我们可以参观塔楼和米开朗基罗的雕像。,shāohòu wǒmen kěyǐ cānguān tǎlóu hé mǐkāilǎngjīluó de diāoxiàng 。
We can wait.,我们可以等待。,wǒmen kěyǐ děngdài 。
We can’t stay.,我们不能留下来。,wǒmen bùnéng liúxiàlái 。
We cannot change the date of the conference.,我们无法更改会议日期。,wǒmen wúfǎ gēnggǎi huìyì rìqī 。
We could give a look at the map.,我们可以看一下地图。,wǒmen kěyǐ kàn yīxià dìtú 。
We could take a tour by boat now.,我们现在可以乘船游览了。,wǒmen xiànzài kěyǐ chéngchuán yóulǎn le 。
We could take a tour of the island right away.,我们可以立即游览该岛。,wǒmen kěyǐ lìjí yóulǎn gāi dǎo 。
We did an excursion in the countryside.,我们去乡村游览了一次。,wǒmen qù xiāngcūn yóulǎn le yīcì 。
We did an excursion in the mountains.,我们去山里游览了一次。,wǒmen qù shānlǐ yóulǎn le yīcì 。
We didn’t buy anything today.,今天我们什么也没买。,jīntiān wǒmen shénme yě méi mǎi 。
We don’t have much time.,我们没有太多时间。,wǒmen méiyǒu tài duō shíjiān 。
We don’t have time to return home.,我们没有时间回家。,wǒmen méiyǒu shíjiān huíjiā 。
We got married in the same place.,我们在同一个地方结婚了。,wǒmen zài tóngyīge dìfāng jiéhūn le 。
We got married with great luxury.,我们非常奢侈地结婚了。,wǒmen fēicháng shēchǐ dì jiéhūn le 。
We got married without luxury.,我们结婚时并不奢侈。,wǒmen jiéhūn shí bìng bù shēchǐ 。
We have a beautiful room for you with a view.,我们为您准备了一间漂亮的景观房。,wǒmen wéi nín zhǔnbèi le yījiàn piàoliang de jǐngguān fáng 。
We have a beautiful room with a view.,我们有一个漂亮的房间，可以看到风景。,wǒmen yǒu yīgè piàoliang de fángjiān ， kěyǐ kàndào fēngjǐng 。
We have a few problems with the Americans.,我们与美国人之间存在一些问题。,wǒmen yǔ měiguó rén zhījiān cúnzài yīxiē wèntí 。
We have a few problems with the garbage.,我们在垃圾处理方面遇到了一些问题。,wǒmen zài lājīchùlǐ fāngmiàn yùdào le yīxiē wèntí 。
We have a few problems with the materials.,我们的材料存在一些问题。,wǒmen de cáiliào cúnzài yīxiē wèntí 。
We have a little problem.,我们有一个小问题。,wǒmen yǒu yīgè xiǎo wèntí 。
We have a lot of children in Italy.,我们在意大利有很多孩子。,wǒmen zài yìdàlì yǒu hěnduō háizi 。
We have a lot to talk about.,我们有很多话要谈。,wǒmen yǒu hěnduō huà yào tán 。
We have a room with a beautiful view.,我们有一个可以看到美丽景色的房间。,wǒmen yǒu yīgè kěyǐ kàndào měilì jǐngsè de fángjiān 。
We have an Italian car.,我们有一辆意大利车。,wǒmen yǒu yīliàng yìdàlì chē 。
We have been speaking about a trip to the United States.,我们一直在谈论去美国旅行。,wǒmen yīzhí zài tánlùn qù měiguó lǚxíng 。
We have children.,我们有孩子。,wǒmen yǒu háizi 。
We have enough time.,我们有足够的时间。,wǒmen yǒu zúgòu de shíjiān 。
We have fashionable clothing here.,我们这里有时髦的衣服。,wǒmen zhèlǐ yǒu shímáo de yīfú 。
We have gifts and clothing.,我们有礼物和衣服。,wǒmen yǒu lǐwù hé yīfú 。
We have many things at home.,我们家里有很多东西。,wǒmen jiālǐ yǒu hěnduō dōngxi 。
We have more than I thought at home.,我们家里的东西比我想象的要多。,wǒmen jiālǐ de dōngxi bǐ wǒ xiǎngxiàng de yào duō 。
We have no sons.,我们没有儿子。,wǒmen méiyǒu érzi 。
We have often played tennis at his place.,我们经常在他那里打网球。,wǒmen jīngcháng zài tā nàli dǎwǎngqiú 。
We have one daughter.,我们有一个女儿。,wǒmen yǒu yīgè nǚér 。
We have the best prices at this stand.,我们在这个摊位上有最优惠的价格。,wǒmen zài zhège tānwèi shàng yǒu zuì yōuhuì de jiàgé 。
We have to buy the tickets today.,我们今天必须买票。,wǒmen jīntiān bìxū mǎipiào 。
We have to claim the luggage.,我们必须领取行李。,wǒmen bìxū lǐngqǔ xíngli 。
We have to do it soon.,我们必须尽快行动。,wǒmen bìxū jìnkuài xíngdòng 。
We have to find the baggage claim.,我们必须找到行李领取处。,wǒmen bìxū zhǎodào xíngli lǐngqǔ chù 。
We have to meet later.,我们得稍后再见面。,wǒmen dé shāohòu zàijiànmiàn 。
We have to meet right away.,我们必须马上见面。,wǒmen bìxū mǎshàng jiànmiàn 。
We have to reserve the hotel rooms soon.,我们得尽快预订酒店房间。,wǒmen dé jìnkuài yùdìng jiǔdiàn fángjiān 。
We have to talk about business.,我们得谈谈生意。,wǒmen dé tántán shēngyi 。
We have to talk.,我们得谈谈。,wǒmen dé tántán 。
We have to travel for work.,我们必须出差工作。,wǒmen bìxū chūchāi gōngzuò 。
We have to wait in line to go inside.,我们必须排队等候才能进去。,wǒmen bìxū páiduì děnghòu cáinéng jìnqù 。
We have two boys.,我们有两个男孩。,wǒmen yǒu liǎnggè nánhái 。
We have whatever you wish.,你想要的我们都有。,nǐ xiǎngyào de wǒmen dū yǒu 。
We know Switzerland very well.,我们非常了解瑞士。,wǒmen fēicháng liǎojiě ruìshì 。
We like it a lot.,我们非常喜欢它。,wǒmen fēicháng xǐhuan tā 。
We like our Italian cousins.,我们喜欢我们的意大利表兄弟。,wǒmen xǐhuan wǒmen de yìdàlì biǎoxiōngdì 。
We like our Italian friends a lot.,我们非常喜欢我们的意大利朋友。,wǒmen fēicháng xǐhuan wǒmen de yìdàlì péngyou 。
We like our Italian relatives.,我们喜欢我们的意大利亲戚。,wǒmen xǐhuan wǒmen de yìdàlì qīnqi 。
We like the end of the season sales.,我们喜欢季末销售。,wǒmen xǐhuan jìmò xiāoshòu 。
We like their home a lot.,我们非常喜欢他们的家。,wǒmen fēicháng xǐhuan tāmen de jiā 。
We like this place a lot.,我们非常喜欢这个地方。,wǒmen fēicháng xǐhuan zhège dìfāng 。
We like to have many cousins.,我们喜欢有很多表兄弟姐妹。,wǒmen xǐhuan yǒu hěnduō biǎoxiōngdì jiěmèi 。
We like to have many relatives.,我们喜欢有很多亲戚。,wǒmen xǐhuan yǒu hěnduō qīnqi 。
We live here.,我们住在这里。,wǒmen zhù zài zhèlǐ 。
We must also update the web site.,我们还必须更新网站。,wǒmen huán bìxū gēngxīn wǎngzhàn 。
We must go do the grocery shopping.,我们必须去杂货店买东西。,wǒmen bìxū qù záhuòdiàn mǎi dōngxi 。
We must go straight home.,我们必须直接回家。,wǒmen bìxū zhíjiē huíjiā 。
We must go to the supermarket today.,我们今天必须去超市。,wǒmen jīntiān bìxū qù chāoshì 。
We should buy the tickets today.,我们今天应该买票。,wǒmen jīntiān yīnggāi mǎipiào 。
We should give a look at the schedules.,我们应该看一下时间表。,wǒmen yīnggāi kàn yīxià shíjiānbiǎo 。
We should give a look at the ticket office.,我们应该去售票处看看。,wǒmen yīnggāi qù shòupiàochù kànkan 。
We should give a look at the ticket prices.,我们应该看看票价。,wǒmen yīnggāi kànkan piàojià 。
We should give a look.,我们应该看一下。,wǒmen yīnggāi kàn yīxià 。
We should go to the pier for a tour by boat.,我们应该去码头坐船游览。,wǒmen yīnggāi qù mǎtóu zuòchuán yóulǎn 。
We should reserve the hotel rooms today.,我们今天应该预订酒店房间。,wǒmen jīntiān yīnggāi yùdìng jiǔdiàn fángjiān 。
We should take a walk now.,我们现在应该去散步。,wǒmen xiànzài yīnggāi qù sànbù 。
We spoke about a plan.,我们讨论了一个计划。,wǒmen tǎolùn le yīgè jìhuà 。
We spoke Italian.,我们说意大利语。,wǒmen shuō yìdàlìyǔ 。
We still have time to see the local sights,我们还有时间去看看当地的景点,wǒmen háiyǒu shíjiān qù kànkan dāngdì de jǐngdiǎn
We talked for the whole trip.,整个旅程我们都在聊天。,zhěnggè lǚchéng wǒmen dū zài liáotiān 。
We took a walk in the mountains.,我们在山里散步。,wǒmen zài shānlǐ sànbù 。
We want gas.,我们想要天然气。,wǒmen xiǎngyào tiānránqì 。
We want to do an excursion in the mountains.,我们想去山里游览。,wǒmen xiǎng qù shānlǐ yóulǎn 。
We want to go there soon.,我们想尽快去那里。,wǒmen xiǎng jìnkuài qù nàli 。
We went horseback riding.,我们去骑马。,wǒmen qù qímǎ 。
We went there yesterday evening.,我们昨天晚上去了那里。,wǒmen zuótiānwǎnshàng qù le nàli 。
We went to the Vatican.,我们去了梵蒂冈。,wǒmen qù le fàndìgāng 。
We would like a lot of children.,我们想要很多孩子。,wǒmen xiǎngyào hěnduō háizi 。
We would like to go to Rome.,我们想去罗马。,wǒmen xiǎng qù luómǎ 。
We would like to rent a single-family house.,我们想租一套单户住宅。,wǒmen xiǎngzū yītào dānhù zhùzhái 。
We would like to take a trip.,我们想去旅行。,wǒmen xiǎng qù lǚxíng 。
We’d like to drink some water.,我们想喝点水。,wǒmen xiǎng hēdiǎn shuǐ 。
We’d like to invite her to do an exhibition.,我们想邀请她做一个展览。,wǒmen xiǎng yāoqǐng tā zuò yīgè zhǎnlǎn 。
We’d like to invite you to dinner.,我们想邀请您共进晚餐。,wǒmen xiǎng yāoqǐng nín gòng jìnwǎncān 。
We’d like to invite you to have something to drink.,我们想邀请您喝点东西。,wǒmen xiǎng yāoqǐng nín hēdiǎn dōngxi 。
We’d like to order some wine.,我们想点一些酒。,wǒmen xiǎngdiǎn yīxiē jiǔ 。
We’d like to rent a room.,我们想租一个房间。,wǒmen xiǎngzū yīgè fángjiān 。
We’d like to rent a single-family house by the beach.,我们想在海滩边租一栋独栋别墅。,wǒmen xiǎng zài hǎitān biānzū yīdòng dúdòng biéshù 。
We’d like to rent something.,我们想租一些东西。,wǒmen xiǎngzū yīxiē dōngxi 。
We’ll go to meet my uncle tomorrow.,明天我们去见我叔叔。,míngtiān wǒmen qù jiàn wǒ shūshu 。
We’ll go to meet these relatives.,我们要去见见这些亲戚。,wǒmen yào qù jiànjiàn zhèxiē qīnqi 。
We’re all invited to lunch.,我们都被邀请共进午餐。,wǒmen dū bèi yāoqǐng gòngjìnwǔcān 。
We’re almost there.,我们快到了。,wǒmen kuàidào le 。
We’re American.,我们是美国人。,wǒmen shì měiguó rén 。
We’re coming by car.,我们是开车来的。,wǒmen shì kāichē lái de 。
We’re eating together today.,今天我们一起吃饭。,jīntiān wǒmen yīqǐ chīfàn 。
We’re excited to see it.,我们很高兴看到它。,wǒmen hěn gāoxìng kàndào tā 。
We’re excited to see it.,我们很高兴看到它。,wǒmen hěn gāoxìng kàndào tā 。
We’re excited to see the beach.,我们很高兴看到海滩。,wǒmen hěn gāoxìng kàndào hǎitān 。
We’re excited to see the world.,我们很高兴看到这个世界。,wǒmen hěn gāoxìng kàndào zhège shìjiè 。
We’re excited to see this show.,我们很高兴看到这个节目。,wǒmen hěn gāoxìng kàndào zhège jiémù 。
We’re going there right away.,我们马上就去那里。,wǒmen mǎshàng jiù qù nàli 。
We’re going to order a half-bottle of this wine.,我们要点半瓶这种酒。,wǒmen yàodiǎn bànpíng zhèzhǒng jiǔ 。
We’re going to order red wine.,我们要点红酒。,wǒmen yàodiǎn hóngjiǔ 。
We’re going to take an excursion.,我们要去郊游。,wǒmen yào qù jiāoyóu 。
We’re going to talk about our trip.,我们要谈谈我们的旅行。,wǒmen yào tántán wǒmen de lǚxíng 。
We’re having fun together.,我们在一起玩得很开心。,wǒmen zài yīqǐ wándé hěn kāixīn 。
We’re here to meet his relatives,我们是来见他的亲戚的,wǒmen shì lái jiàn tā de qīnqi de
We’re leaving together.,我们一起离开。,wǒmen yīqǐ líkāi 。
We’re leaving without them.,我们要离开他们了。,wǒmen yào líkāi tāmen le 。
We’re not having lunch until one o’clock.,我们要到一点钟才吃午饭。,wǒmen yào dào yīdiǎnzhōng cái chī wǔfàn 。
We’re not taking my car.,我们不会开我的车。,wǒmen bùhuì kāi wǒ de chē 。
